SiteID,Exp Unit ID,Treatment ID,Crop,Grain C kgC/ha,Above G Biomass kg/ha,Year,Tillage Descriptor,Cover Crop,Residue Removal,MAP mm,MAT degC,Total N Amount kgN/ha,Sand %,Clay %,Upper cm,Lower cm,Organic C gC/kg,pH,GS_P,GS_T
NELITCSE,NELITCSE_118,NELITCSE_NTSBC,Zea mays (Corn),2738.700295,13825.74,2005,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_122,NELITCSE_MPSBC,Zea mays (Corn),2539.80973,13566.14,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_124,NELITCSE_MPCC,Zea mays (Corn),1743.551669,10314.14,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_201,NELITCSE_SSCC,Zea mays (Corn),905.393708,8645.37,2005,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_203,NELITCSE_SSSBC,Zea mays (Corn),2692.605175,12757.48,2005,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_205,NELITCSE_DKCC,Zea mays (Corn),1840.071376,10631.95,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_208,NELITCSE_DKSBC,Zea mays (Corn),2981.00582,14324.26,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_209,NELITCSE_CHSBC,Zea mays (Corn),2421.041084,12697.91,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_211,NELITCSE_CHCC,Zea mays (Corn),439.778248,7059.72,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_213,NELITCSE_RTCC,Zea mays (Corn),1034.666,8031.15,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_214,NELITCSE_RTSBC,Zea mays (Corn),2338.037994,11504.59,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_217,NELITCSE_NTSBC,Zea mays (Corn),2734.278,13208.15,2005,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_218,NELITCSE_NTCC,Zea mays (Corn),2216.49696,11223.17,2005,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_223,NELITCSE_MPSBC,Zea mays (Corn),2510.378046,13581.56,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_224,NELITCSE_MPCC,Zea mays (Corn),2605.37276,12539.08,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_302,NELITCSE_RTSBC,Zea mays (Corn),1901.884086,10588.09,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_304,NELITCSE_RTCC,Zea mays (Corn),802.533713,6054.89,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_306,NELITCSE_CHSBC,Zea mays (Corn),1882.271792,11172.54,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_307,NELITCSE_CHCC,Zea mays (Corn),670.212324,7100.7,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_310,NELITCSE_MPSBC,Zea mays (Corn),2690.13889,13310.96,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_312,NELITCSE_MPCC,Zea mays (Corn),1590.945525,9269.52,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_313,NELITCSE_NTSBC,Zea mays (Corn),2244.317379,11250.82,2005,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_314,NELITCSE_NTCC,Zea mays (Corn),1597.61994,8602.83,2005,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_318,NELITCSE_DKCC,Zea mays (Corn),563.60502,6276.81,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_319,NELITCSE_DKSBC,Zea mays (Corn),1620.783077,9764.43,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_321,NELITCSE_SSCC,Zea mays (Corn),920.513902,8958.51,2005,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_322,NELITCSE_SSSBC,Zea mays (Corn),2643.455676,13639.8,2005,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_401,NELITCSE_SSSBC,Zea mays (Corn),1814.394825,10596.23,2005,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_404,NELITCSE_SSCC,Zea mays (Corn),200.211712,5680.1,2005,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_406,NELITCSE_DKSBC,Zea mays (Corn),1784.61855,10944.36,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_407,NELITCSE_DKCC,Zea mays (Corn),383.435184,7775.46,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_409,NELITCSE_NTCC,Zea mays (Corn),1605.707696,11906.85,2005,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_412,NELITCSE_NTSBC,Zea mays (Corn),2551.285982,13432.56,2005,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_414,NELITCSE_CHSBC,Zea mays (Corn),1479.900196,9757.42,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_416,NELITCSE_CHCC,Zea mays (Corn),90.318228,5001.98,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_417,NELITCSE_RTSBC,Zea mays (Corn),1752.253088,10128.16,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_420,NELITCSE_RTCC,Zea mays (Corn),959.444565,9221.19,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_421,NELITCSE_MPSBC,Zea mays (Corn),2708.182005,14581.9,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_422,NELITCSE_MPCC,Zea mays (Corn),1717.359193,10669.88,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_501,NELITCSE_DKCC,Zea mays (Corn),1141.874135,9653.61,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_503,NELITCSE_DKSBC,Zea mays (Corn),2362.514595,12499.15,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_506,NELITCSE_RTSBC,Zea mays (Corn),1555.723312,9643.78,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_508,NELITCSE_RTCC,Zea mays (Corn),1472.344428,10443.26,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_509,NELITCSE_CHSBC,Zea mays (Corn),1905.01496,10435.55,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_512,NELITCSE_CHCC,Zea mays (Corn),921.586512,7731.47,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_515,NELITCSE_SSSBC,Zea mays (Corn),1268.850375,9853.62,2005,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_516,NELITCSE_SSCC,Zea mays (Corn),579.997848,8220.66,2005,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_517,NELITCSE_NTCC,Zea mays (Corn),520.633815,7246.48,2005,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_518,NELITCSE_NTSBC,Zea mays (Corn),2159.605217,11573.11,2005,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_522,NELITCSE_MPSBC,Zea mays (Corn),769.785125,8071.9,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_523,NELITCSE_MPCC,Zea mays (Corn),2486.913624,13262.05,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_601,NELITCSE_NTCC,Zea mays (Corn),2599.67994,12565.07,2005,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_602,NELITCSE_NTSBC,Zea mays (Corn),2671.204268,13045.49,2005,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_605,NELITCSE_DKCC,Zea mays (Corn),1989.723353,11523.03,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_608,NELITCSE_DKSBC,Zea mays (Corn),3320.519832,16196.18,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_609,NELITCSE_SSCC,Zea mays (Corn),1680.946416,10655.97,2005,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_611,NELITCSE_SSSBC,Zea mays (Corn),2738.119259,13818.28,2005,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_614,NELITCSE_RTSBC,Zea mays (Corn),2468.257953,13098.49,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_616,NELITCSE_RTCC,Zea mays (Corn),1774.489472,11790.23,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_618,NELITCSE_MPSBC,Zea mays (Corn),2246.506362,13531.87,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_620,NELITCSE_MPCC,Zea mays (Corn),1299.80521,9447.78,2005,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_621,NELITCSE_CHCC,Zea mays (Corn),1640.932799,10416.76,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_622,NELITCSE_CHSBC,Zea mays (Corn),2029.98208,10474.34,2005,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,388.62,20.47923497
NELITCSE,NELITCSE_102,NELITCSE_RTCSB,Zea mays (Corn),3342.652032,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_104,NELITCSE_RTCC,Zea mays (Corn),2129.889217,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_106,NELITCSE_CHCSB,Zea mays (Corn),2777.632884,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_108,NELITCSE_CHCC,Zea mays (Corn),2199.753531,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_110,NELITCSE_SSCC,Zea mays (Corn),2937.185851,NA,2006,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_112,NELITCSE_SSCSB,Zea mays (Corn),1827.449637,NA,2006,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_115,NELITCSE_DKCSB,Zea mays (Corn),2506.02737,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_116,NELITCSE_DKCC,Zea mays (Corn),3144.760992,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_117,NELITCSE_NTCC,Zea mays (Corn),3325.27088,NA,2006,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_119,NELITCSE_NTCSB,Zea mays (Corn),2633.91899,NA,2006,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_121,NELITCSE_MPCSB,Zea mays (Corn),3019.098864,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_124,NELITCSE_MPCC,Zea mays (Corn),2920.954785,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_201,NELITCSE_SSCC,Zea mays (Corn),2303.5883,NA,2006,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_202,NELITCSE_SSCSB,Zea mays (Corn),3217.527488,NA,2006,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_205,NELITCSE_DKCC,Zea mays (Corn),3566.748735,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_207,NELITCSE_DKCSB,Zea mays (Corn),2741.000132,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_210,NELITCSE_CHCSB,Zea mays (Corn),3730.259995,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_211,NELITCSE_CHCC,Zea mays (Corn),2727.62476,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_213,NELITCSE_RTCC,Zea mays (Corn),3471.457772,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_216,NELITCSE_RTCSB,Zea mays (Corn),2379.547086,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_218,NELITCSE_NTCC,Zea mays (Corn),1910.742942,NA,2006,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_220,NELITCSE_NTCSB,Zea mays (Corn),2160.071,NA,2006,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_221,NELITCSE_MPCSB,Zea mays (Corn),3371.642336,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_224,NELITCSE_MPCC,Zea mays (Corn),2676.428676,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_301,NELITCSE_RTCSB,Zea mays (Corn),2289.230772,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_304,NELITCSE_RTCC,Zea mays (Corn),2304.928367,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_307,NELITCSE_CHCC,Zea mays (Corn),2803.5153,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_308,NELITCSE_CHCSB,Zea mays (Corn),2942.457,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_309,NELITCSE_MPCSB,Zea mays (Corn),3149.655274,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_312,NELITCSE_MPCC,Zea mays (Corn),3287.053695,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_314,NELITCSE_NTCC,Zea mays (Corn),981.622838,NA,2006,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_315,NELITCSE_NTCSB,Zea mays (Corn),2846.99718,NA,2006,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_318,NELITCSE_DKCC,Zea mays (Corn),2746.064376,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_320,NELITCSE_DKCSB,Zea mays (Corn),3090.81447,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_321,NELITCSE_SSCC,Zea mays (Corn),2302.831239,NA,2006,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_324,NELITCSE_SSCSB,Zea mays (Corn),3143.709411,NA,2006,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_403,NELITCSE_SSCSB,Zea mays (Corn),3386.910124,NA,2006,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_404,NELITCSE_SSCC,Zea mays (Corn),2673.688968,NA,2006,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_407,NELITCSE_DKCC,Zea mays (Corn),3029.411388,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_408,NELITCSE_DKCSB,Zea mays (Corn),3478.728472,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_409,NELITCSE_NTCC,Zea mays (Corn),3017.893276,NA,2006,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_411,NELITCSE_NTCSB,Zea mays (Corn),3945.977791,NA,2006,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_415,NELITCSE_CHCSB,Zea mays (Corn),2824.485665,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_416,NELITCSE_CHCC,Zea mays (Corn),2875.881942,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_419,NELITCSE_RTCSB,Zea mays (Corn),3282.454877,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_420,NELITCSE_RTCC,Zea mays (Corn),2888.22753,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_422,NELITCSE_MPCC,Zea mays (Corn),2897.740132,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_424,NELITCSE_MPCSB,Zea mays (Corn),3169.60404,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_501,NELITCSE_DKCC,Zea mays (Corn),2415.164668,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_502,NELITCSE_DKCSB,Zea mays (Corn),3527.116254,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_507,NELITCSE_RTCSB,Zea mays (Corn),2832.95243,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_508,NELITCSE_RTCC,Zea mays (Corn),3003.545405,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_511,NELITCSE_CHCSB,Zea mays (Corn),3150.203173,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_512,NELITCSE_CHCC,Zea mays (Corn),3101.792985,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_514,NELITCSE_SSCSB,Zea mays (Corn),3542.33537,NA,2006,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_516,NELITCSE_SSCC,Zea mays (Corn),3837.635284,NA,2006,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_517,NELITCSE_NTCC,Zea mays (Corn),3873.11456,NA,2006,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_520,NELITCSE_NTCSB,Zea mays (Corn),3240.328635,NA,2006,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_523,NELITCSE_MPCC,Zea mays (Corn),3681.725943,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_524,NELITCSE_MPCSB,Zea mays (Corn),3850.112784,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_601,NELITCSE_NTCC,Zea mays (Corn),2747.175268,NA,2006,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_604,NELITCSE_NTCSB,Zea mays (Corn),3109.729377,NA,2006,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_605,NELITCSE_DKCC,Zea mays (Corn),3516.704224,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_606,NELITCSE_DKCSB,Zea mays (Corn),1926.327452,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_609,NELITCSE_SSCC,Zea mays (Corn),2938.017696,NA,2006,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_612,NELITCSE_SSCSB,Zea mays (Corn),1187.54472,NA,2006,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_613,NELITCSE_RTCSB,Zea mays (Corn),2402.810028,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_616,NELITCSE_RTCC,Zea mays (Corn),3908.635272,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_617,NELITCSE_MPCSB,Zea mays (Corn),3243.84291,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_620,NELITCSE_MPCC,Zea mays (Corn),3990.466292,NA,2006,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_621,NELITCSE_CHCC,Zea mays (Corn),3580.977962,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_624,NELITCSE_CHCSB,Zea mays (Corn),3411.376367,NA,2006,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,326.136,19.85842391
NELITCSE,NELITCSE_103,NELITCSE_RTSBC,Zea mays (Corn),2787.39538,10196.75,2007,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,559.816,20.85549451
NELITCSE,NELITCSE_104,NELITCSE_RTCC,Zea mays (Corn),1865.394612,8290.58,2007,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,559.816,20.85549451
NELITCSE,NELITCSE_107,NELITCSE_CHSBC,Zea mays (Corn),2523.911234,10033.43,2007,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,559.816,20.85549451
NELITCSE,NELITCSE_108,NELITCSE_CHCC,Zea mays (Corn),2226.749688,9117.57,2007,Conservation Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,559.816,20.85549451
NELITCSE,NELITCSE_110,NELITCSE_SSCC,Zea mays (Corn),1276.548564,6260.58,2007,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,559.816,20.85549451
NELITCSE,NELITCSE_111,NELITCSE_SSSBC,Zea mays (Corn),2551.623984,11040.8,2007,Sub Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,559.816,20.85549451
NELITCSE,NELITCSE_114,NELITCSE_DKSBC,Zea mays (Corn),3408.159592,13903.73,2007,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,559.816,20.85549451
NELITCSE,NELITCSE_116,NELITCSE_DKCC,Zea mays (Corn),3288.08788,13316.27,2007,Conventional Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,559.816,20.85549451
NELITCSE,NELITCSE_117,NELITCSE_NTCC,Zea mays (Corn),3665.244381,14757.27,2007,No Till,None,No,765,10.5,168,NA,NA,0,15,NA,NA,559.816,20.85549451
